ID,Name,SpType,[Fe/H],e[Fe/H],A(Li),eA(Li),Teff_K,eTeff_K,vsini,Age_Ga,eAge_Ga,M_Msol,eM_Msol,logRHK,elogRHK,Prot_d,R_Rsol,N_planets,sum_Mp,Porb_d,a_au,e,logOD,Pl,Nbr.
HD207583,HD 207583  ,G6/8V,0.01,0.02,1.31,,5532,44,3.059,1.791,1.802,0.907,0.029,-4.5887862039,0.263734793079999,3,0.894,,,,,,,N,
HD20766,* zet01 Ret  ,G2 V,-0.22,0.02,0.77,,5823,193,2.7,3.54,3.433,0.901,0.036,-4.569162606225,-0.0318774048050008,14.8104,0.881,,,,,,,N,
HD207700,HD 207700  ,G4 V,0.04,0.01,0.38,,5665,69,1.2,8.997,1.788,0.973,0.025,-5.09665276543,0.20703308742,,1.255,,,,,,,N,
HD20781,HD 20781  ,G9.5V,-0.11,0.02,,,5342,74,0.484,4.805,3.955,0.851,0.026,-4.6457508448,-0.26952244645,39,0.866,2,0.0875,29.15,0.169,0.11,4.6375250,Y,
HD20782,HD 20782  ,G1.5V,-0.06,0.01,0.8,0.08,5795,55,3,6.901,2.158,0.97,0.031,-5.099163604395,0.268742678695,,1.139,1,1.9,591.9,1.381,0.97,8.5236385,Y,1
HD207832,HD 207832  ,G5V,0.14,0.04,1,,5737,62,2.1,1.664,1.595,1.011,0.035,-4.84283060124,0.18235397513,18,0.994,2,1.29,161.97,0.57,0.13,6.5965746,Y,2
HD207869,HD 207869  ,G6V,-0.45,0.02,0.4,,5566,139,1.8,4.743,4.061,0.806,0.031,,,,0.877,,,,,,,N,
HD20794,* e Eri  ,G8V,-0.39,0.01,0.33,,,589,1.5,4.144,3.784,0.829,0.03,-5.108528970895,0.162275529675,,0.838,3,0.03497,18.33,0.127,0.25,4.2038103,Y,3
HD207970,HD 207970  ,G7 V,0.07,0.02,0.35,,5577,28,2.137,7.989,2.12,0.941,0.032,-5.027486180035,-0.00282948480499989,,1.079,,,,,,,N,
HD208,HD 208  ,G1V,-0.31,0.05,2,0.1,6013,146,2.59,3.984,3.468,0.936,0.052,,,,1.069,,,,,,,N,
HD208068,HD 208068  ,G2/3V,-0.42,0.04,0.86,,5956,78,5.02,4.082,3.296,0.899,0.046,,,,0.982,,,,,,,N,
HD20807,* zet02 Ret  ,G2/3V,-0.23,0.01,0.58,0.15,5947,187,2.7,3.516,3.366,0.935,0.042,-4.77392095177,0.0512495257900003,14.8104,0.916,,,,,,,N,
HD208487,HD 208487  ,G1/3(V),0.07,0.01,2.7,0.04,6067,41,4.01,2.127,1.132,1.137,0.027,-4.63036820549,-0.18416951708,,1.179,1,0.413,129.8,0.51,0.21,6.4399091,Y,1
HD20852,HD 20852  ,G2/3V,-0.34,0.05,0.96,,6788,163,6.08,1.821,1.153,1.204,0.055,,,,1.486,,,,,,,N,
HD208672,HD 208672  ,G2/3V,0.13,0.04,2.58,0.1,5884,35,2.6,1.223,1.109,1.052,0.033,,,,1.048,,,,,,,N,
HD208704,HD 208704  ,G5/6V,-0.09,0.01,1.05,0.12,5865,78,0.91,6.117,2.674,0.987,0.037,-4.71372686908,-0.25327444261,,1.165,,,,,,,N,
HD208998,HD 208998  ,G0 V,-0.31,0.03,0.97,0.8,5922,27,2.7,9.798,1.009,0.908,0.024,-4.893198291735,0.0272476033450006,,1.22,,,,,,,N,
HD209096,HD 209096  ,G5V,0.15,0.02,2.4,0.02,5731,87,3.2,2.242,2.098,1.027,0.033,,,,0.978,,,,,,,N,
HD209253,HD 209253  ,F6/F7V,-0.1,0.02,2.84,0.04,6211,62,16.1,1.953,1.475,1.107,0.048,-4.28071959114,0,3,1.156,,,,,,,N,
HD209449,HD 209449  ,G8/K0III+F/G,0.41,0.05,2.28,0.12,5714,59,1.8,4.72,0.936,1.224,0.048,,,,1.745,,,,,,,N,
HD209458,V* V376 Peg  ,G0V,0.02,0.02,2.69,0.02,6077,24,4.5,2.52,0.822,1.119,0.023,-4.686218410185,-0.195215079715,11,1.18,1,0.69,3.52472,0.04747,0.0082,-0.5899622,Y,1
HD209562,HD 209562  ,G3V,0.064,0.013,2.33,0.09,5830,32,3.7,0.773,0.653,1.045,0.017,,,4.790643,1.009,,,,,,,N,
HD209566,HD 209566  ,G8V,0.12,0.04,0.33,,5495,43,2.7,5.805,3.504,0.944,0.039,-4.72054139971,-0.32721146396,,1,,,,,,,N,
HD209653,HD 209653  ,G0V,-0.1,0.03,0.73,,5976,61,2.7,6.816,0.916,1.062,0.033,-4.649024264845,-0.188734328195,,1.527,,,,,,,N,
HD21019,HD 21019  ,G2/3V,-0.48,0.06,1.35,0.15,5527,64,3,7.521,0.319,1.004,0.021,-5.00669532489,0,,2.355,,,,,,,N,
HD210272,HD 210272  ,G3V,-0.2,0.04,1.98,0.12,5706,64,2.7,8.275,0.418,1.02,0.034,-4.905460488885,-0.0807929129950002,,1.931,,,,,,,N,
HD210277,HD 210277  ,G8/K0V,0.19,0.01,0.42,,5535,45,1.8,6.876,2.374,0.975,0.028,-4.98412324464,-0.0412097728900003,41.2,1.119,1,1.23,442.1,1.1,0.472,8.2077556,Y,1
HD210302,* tau PsA  ,F6 V,0.09,0.03,2.74,0.1,6352,52,14.1,1.802,0.593,1.266,0.025,-4.860075455105,0.0354078792149997,,1.463,,,,,,,N,
HD210320,HD 210320  ,G6V,0.12,0.04,0.52,,5600,228,,5.02,4.101,1.005,0.05,-5.064951594725,0.00158383035499998,,1.182,,,,,,,N,
HD210507,HD 210507  ,K3V,0.07,0.07,,,4983,45,,3.915,3.679,0.808,0.025,,,,0.82,,,,,,,N,
HD210752,HD 210752  ,G1V,-0.59,0.01,2.26,0.03,6052,57,1.379,,,,,-4.907541300895,0.119051539595,9,0.962,,,,,,,N,
HD210918,HD 210918  ,G5V,-0.09,0.01,0.22,,5737,64,0.82,,,,,-4.95885259065,0.0742823969800002,27.1518,1.118,,,,,,,N,
HD211080,HD 211080  ,G6V,0.39,0.03,2.59,0.03,5693,71,2.2,5.317,0.743,1.217,0.044,,,,1.895,,,,,,,N,
HD211188,HD 211188  ,K2V,-0.12,0.06,0.07,,5053,38,,0.36,0.265,3.108,0.852,,,,0.814,,,,,,,N,
HD211317,HD 211317  ,G5III/IV,0.25,0.02,2.65,0.02,5929,37,4.5,4.006,0.581,1.195,0.022,,,,1.496,,,,,,,N,
HD21132,HD 21132  ,G2/3V,-0.39,0.04,2.59,0.1,6288,83,3.11,2.531,1.986,1.009,0.049,,,,1.104,,,,,,,N,
HD211369,HD 211369  ,K2.5 V (k),0.04,0.03,0.08,,4949,157,2.606,4.387,4.042,0.784,0.024,-4.62937396678,0.0391207534499998,0.953643,0.79,,,,,,,N,
HD211415,HD 211415  ,G2/3V,-0.21,0.01,1.77,0.02,5897,64,2.2,5.517,2.837,0.941,0.037,-4.79422227114,0,27.1518,1.059,,,,,,,N,
HD211583,HD 211583  ,K4 V (k),0.05,0.07,0.1,,4664,146,,4.295,3.786,0.733,0.02,,,,0.801,,,,,,,N,
HD21161,HD 21161  ,G1/2V,0.1,0.04,2.08,0.1,5874,61,2.7,2.672,0.242,1.538,0.063,,,,1.446,,,,,,,N,
HD21197,HD 21197  ,K4V,0.45,0.06,0.1,,4560,112,3,4.549,3.698,0.757,0.014,-4.577964826065,-0.0394389177450005,,0.828,,,,,,,N,
HD212036,HD 212036  ,G5V,-0.01,0.04,,,5710,86,1.8,4.185,3.46,0.967,0.047,-4.796852803735,-0.0608481958649998,2.5,1.026,,,,,,,N,
HD212168,HD 212168  ,G0 V,0,0.03,0.62,,5921,30,3.6,5.73,1.067,1.044,0.028,-5.120390005625,0.301596925375,,1.215,,,,,,,N,
HD212231,HD 212231  ,G2V,-0.28,0.04,0.96,,5812,51,2.7,10.65,0.851,0.927,0.027,-4.689818754485,-0.222713611655,,1.442,,,,,,,N,
HD212291,HD 212291  ,G5,-0.13,0.03,1.05,0.17,5642,217,0.9,3.882,3.687,0.885,0.034,-4.739411238155,-0.0420282903449998,23,0.865,,,,,,,N,
HD212301,HD 212301  ,F8V,0.17,0.02,2.76,,6117,74,5.76,1.328,1.006,1.191,0.025,-4.8013,0.006,,1.225,1,0.4,2.245715,0.036,0.0147,-1.2105623,Y,1
HD212330,HD 212330  ,F9V,0.06,0.03,1.82,,5722,228,1.6,5.979,2.364,1.115,0.05,-5.00675139678,0,21.05,1.585,,,,,,,N,
HD212563,HD 212563  ,K2V,-0.02,0.04,1.52,0.15,5036,65,3.238,3.148,3.346,0.776,0.026,,,,0.782,,,,,,,N,
HD212708,HD 212708  ,G6 IV,0.27,0.02,0.51,,5582,80,1.717,6.375,2.793,1.027,0.032,-5.19202529652,0.25662024776,27.1518,1.218,,,,,,,N,
HD213042,HD 213042  ,K4- V,0.26,0.05,0.02,,4671,40,1.844,5.613,3.966,0.759,0.02,-4.88535176042,0.0335250584800004,,0.819,,,,,,,N,
HD21313,HD 21313  ,G0,0.19,0.03,2.45,0.03,5981,97,3,3.466,1.824,1.149,0.038,-4.90320910635,-0.0857093143999998,,1.312,,,,,,,N,
HD213240,HD 213240  ,G4IV,0.14,0.01,2.41,0.02,5921,64,3.5,4.991,0.934,1.168,0.037,-4.83151388065,-0.0873629382500001,27.1518,1.587,1,4.5,951,2.03,0.45,8.5364093,Y,1
HD213575,HD 213575  ,G2/3V,-0.15,0.01,0.34,,5666,42,2,11.319,0.297,0.944,0.012,-4.98987416678,-0.0367186737100003,,1.531,,,,,,,N,
HD213628,HD 213628  ,G8 V,0.01,0.01,0.69,,5584,17,1.935,2.218,1.82,0.948,0.029,-4.678278425425,-0.200406344795,,0.957,,,,,,,N,
HD213852,HD 213852  ,K2III,0.15,0.1,0.23,,5024,61,,3.493,3.446,0.827,0.026,,,,0.848,,,,,,,N,
HD213941,HD 213941  ,G8 V Fe-1.3,-0.45,0.01,0.34,,5647,91,2.161,8.243,3.303,0.822,0.027,-4.908842360585,0.0653988021250003,27.1518,1.001,,,,,,,N,
HD214094,HD 214094  ,G2/3V,-0.01,0.04,0.26,,6174,20,4.69,3.622,0.561,1.275,0.056,,,27.1518,1.908,,,,,,,N,
HD21411,HD 21411  ,G2/3V,-0.26,0.01,0.74,,5605,189,4.2,3.843,3.721,0.823,0.03,-4.84877207438,0.13893550925,22,0.831,,,,,,,N,
HD214383,HD 214383  ,K3IV,-0.16,0.06,0.24,,4839,125,,4.243,3.896,0.722,0.023,,,,0.752,,,,,,,N,
HD214557,HD 214557  ,F8,0.07,0.03,2.59,0.03,6042,44,3.6,4.9,0.821,1.177,0.043,-4.90564721671,0,,1.702,,,,,,,N,
HD214759,HD 214759  ,K0 IV-V,0.2,0.02,0.54,,5468,82,1.8,5.102,3.91,0.897,0.033,-4.979228377175,0.0292478926649995,42,0.964,,,,,,,N,
HD214867,HD 214867  ,G3V,0.01,0.06,2.37,0.12,5751,57,,1.543,1.521,0.953,0.032,,,,0.917,,,,,,,N,
HD214953A,HD 214953  ,F9.5 V,0.02,0.06,2.68,0.1,6085,50,4.5,3.078,1.301,1.122,0.034,,,27.1518,1.251,,,,,,,N,
HD214954,HD 214954  ,G3/5IV/V,0.13,0.05,0.73,,5727,56,1.8,5.083,2.739,1.025,0.045,,,,1.141,,,,,,,N,
HD214998,HD 214998  ,K1/2V,0.06,0.09,0.05,,4841,87,,4.198,3.911,0.77,0.023,,,20.01,0.796,,,,,,,N,
HD2151,* bet Hyi  ,G2/3V,-0.09,0.02,2.54,0.02,5059,105,1.72,,,,,-4.921015619015,0.00976852237499948,,0.621,,,,,,,N,
HD215152,HD 215152  ,K0,-0.11,0.04,,,4865,65,3.35,4.552,3.924,0.753,0.016,-5.141919313312,-0.221469079165,,0.806,4,0.030502,5.75942,0.057635,0.173,2.0576343,Y,
HD215257,HD 215257  ,G2/3V,-0.63,0.02,2.38,0.02,6136,188,2.8,6.397,3.685,0.903,0.05,,,,1.285,,,,,,,N,
HD215456,HD 215456  ,G0V,-0.1,0.01,2.31,,5818,46,2,7.799,0.291,1.054,0.016,-5.00608753399,0.00342288816999936,27.1518,1.751,2,0.347,191.99,0.652,0.15,6.3055654,Y,2
HD215625,HD 215625  ,G0V,0.09,0.04,2.78,0.1,6220,65,6.6,1.539,1.159,1.186,0.043,-4.69124542254,-0.19029810586,,1.261,,,,,,,N,
HD215648,* ksi Peg  ,F6V,-0.23,0.02,2.38,0.12,6283,188,8.9,3.812,0.977,1.198,0.053,-4.920385667345,0.0421580357750004,,1.8,,,,,,,N,
HD215902,HD 215902  ,G8V,-0.25,0.04,0.25,,5521,77,2.7,3.739,3.468,0.828,0.033,,,,0.825,,,,,,,N,
HD215906,HD 215906  ,F6/7V,-0.29,0.05,2.51,0.1,6234,69,5.4,4.947,1.485,1.034,0.048,,,2.3,1.296,,,,,,,N,
HD216008,HD 216008  ,G2/3V,-0.03,0.04,0.48,,5822,79,3.6,4.501,3.279,0.991,0.052,-4.978323719715,0.139262693855,,1.11,,,,,,,N,
HD216215,HD 216215  ,K0V,-0.2,0.06,0.3,,5210,44,,3.959,3.65,0.782,0.028,,,,0.739,,,,,,,N,
HD216435,* tau01 Gru  ,G3IV,0.19,0.02,2.65,0.02,5928,53,5.13,4.182,0.619,1.266,0.047,-4.94208576849,0.0206970361799996,27.1518,1.786,1,1.26,1311,2.56,0.07,9.5302004,Y,1
HD216437,* rho Ind  ,G1V,0.23,0.02,1.96,0.02,5870,69,3.7,4.851,1.024,1.164,0.033,-5.04288012002,,,1.541,1,1.82,1256,2.32,0.29,9.5129551,Y,1
HD216770,HD 216770  ,G9 V CN+1,0.22,0.03,0.89,0.12,5385,68,1.2,4.25,3.537,0.949,0.032,-4.86662335007,,,0.968,1,0.65,118.45,0.46,0.37,6.2896150,Y,1
HD216777,HD 216777  ,G2/3V,-0.37,0.01,1.59,0.12,5677,74,1.2,5.531,3.861,0.839,0.031,,,,0.913,,,,,,,N,
HD217014,* 51 Peg  ,G5V,0.17,0.02,1.24,0.03,5830,135,2,3.16,2.762,1.07,0.044,-4.990972127005,0.0643966405249996,37,1.183,1,0.47,4.2308,0.052,0.0069,-0.1369574,Y,1
HD217107,HD 217107  ,G8IV/V,0.39,0.02,0.52,,5630,127,1.4,3.89,3.158,1.053,0.039,-5.07746513271,-0.0077821397800002,39,1.168,2,3.82,7.12689,0.073,0.132,-0.0563584,Y,2
HD217395,HD 217395  ,G2V,-0.13,0.05,2.17,0.1,5904,71,,3.259,2.754,0.971,0.049,,,,1.006,,,,,,,N,
HD21759,HD 21759  ,G8/K1,-0.61,0.06,0.05,,5221,121,,4.369,3.972,0.695,0.02,,,,0.725,,,,,,,N,
HD21774,HD 21774  ,G5,0.26,0.03,1.23,,5726,41,2.3,5.852,1.127,1.063,0.021,-4.89309565191,-0.180484465119999,,1.232,,,,,,,N,
HD217786,HD 217786  ,F9V,-0.17,0.04,2.16,,5937,75,2.7,7.995,1.311,0.992,0.028,-4.9503,0.009,,1.352,1,13,1319,2.38,0.4,8.8501417,Y,1
HD217813,HD 217813  ,G2/3V,0.05,0.03,2.8,0.02,5927,52,3.1,1.05,0.965,1.037,0.024,-4.429973380915,-0.0126938123550007,0.889015,1.048,,,,,,,N,
HD217877,HD 217877  ,G2/3V,-0.11,0.03,2.24,0.02,5960,49,2.8,6.571,1.233,1.002,0.026,-4.958254693585,0.105407190405,,1.207,,,,,,,N,
HD217958,HD 217958  ,G3V,0.3,0.03,2.23,0.02,5801,64,6.5,4.836,1.086,1.144,0.028,-4.57873113423,-0.33251341867,,1.424,,,,,,,N,
HD218133,HD 218133  ,G0,-0.07,0.03,2.19,0.07,5953,36,3.6,6.881,0.876,1.03,0.026,-4.74085369311,-0.2348915313,,1.322,,,,,,,N,
HD218209,HD 218209  ,G6V,-0.47,0.03,0.86,,5648,60,2.2,9.525,1.873,0.806,0.017,-4.576460260575,-0.241039531375,22,0.975,,,,,,,N,
HD218249,HD 218249  ,G2/3V,-0.67,0.01,0.05,,5020,111,1.5,4.234,3.853,0.704,0.021,,,,0.748,,,,,,,N,
HD218340,HD 218340  ,G3V,0.1,0.03,2.03,0.12,5834,30,,1.789,1.549,1.044,0.039,,,,1.05,,,,,,,N,
HD218379,HD 218379  ,G3V,0.17,0.04,2.42,0.1,5938,49,3.6,4.452,0.848,1.241,0.064,-4.93790214589,0,32.372898,1.913,,,,,,,N,
HD21847,HD 21847  ,F8,0.18,0.03,2.93,0.04,6321,83,15.4,1.155,0.824,1.275,0.035,-4.604812583175,0.0774631101750005,29.5334,1.356,,,,,,,N,
HD218504,HD 218504  ,G2/3V,-0.55,0.02,2.12,0.1,6009,158,3,8.552,2.423,0.896,0.04,,,,1.327,,,,,,,N,
HD218566,HD 218566  ,K3V,0.38,0.03,0.12,,,58,3.3,0.1,0,0.794,0,-4.98638317388,-0.0539876962000001,,0.883,1,0.21,,,,7.9866786,Y,
HD218572,HD 218572  ,K3+ V (k),-0.56,0.03,0.12,,4749,42,2.919,3.937,3.66,0.615,0.015,-4.577525970305,-0.0651545066649994,,0.701,,,,,,,N,
HD218730,HD 218730  ,G1/2V,0.09,0.03,2.55,0.07,5977,64,3.6,1.279,1.113,1.096,0.027,-4.81892901656,0.0339184866200002,13,1.093,,,,,,,N,
HD218885,HD 218885  ,G5V,-0.28,0.05,1.97,0.12,5769,40,,5.031,3.483,0.89,0.045,,,,0.912,,,,,,,N,
HD219077,HD 219077  ,G2/3V,-0.13,0.01,1.45,0.15,5330,120,1.38,9.68,0.411,0.996,0.023,,,,1.975,,,,,,,N,
HD219134,HD 219134  ,G2/3V,0.1,0.02,0.01,,4787,83,1.8,4.56,3.935,0.772,0.018,-4.922310209985,0.0665055123449996,,0.769,,,,,,,N,
HD219172,HD 219172  ,F8V,0.12,0.03,2.81,0.03,6161,40,6.3,1.587,0.942,1.177,0.028,-4.666252730975,-0.0927752018749999,9,1.233,,,,,,,N,
HD219249,HD 219249  ,G7 V,-0.4,0.01,0.51,,5551,65,2.267,4.37,3.6,0.803,0.027,-4.99587128061,0.13780131738,27.1518,0.819,,,,,,,N,
HD21938,HD 21938  ,G0 V,-0.47,0.01,1.04,0.12,5866,70,4,10.191,1.263,0.852,0.018,-4.66815350623,-0.10274039358,,1.138,,,,,,,N,
HD219482,HD 219482  ,F7V,-0.1,0.05,,,6296,54,9,1.116,0.837,1.143,0.029,,,,1.16,,,,,,,N,
HD219495,HD 219495  ,K2/4,0.13,0.07,0.12,,4649,66,3.6,4.658,4.099,0.757,0.02,-4.47989134791,-0.00562384113000025,,0.839,,,,,,,N,
HD219542,HD 219542  ,G(5)+(A),0.16,0.03,1.1,,5883,34,,2.422,1.715,1.093,0.042,-4.77563290316,0,19,1.165,,,,,,,N,
HD21977,HD 21977  ,G2/3V,0.1,0.04,1.83,,5889,46,1.8,2.551,1.983,1.063,0.045,,,,1.137,,,,,,,N,
HD220367,HD 220367  ,G2/3V,-0.21,0.02,0.96,,6012,70,3.48,7.535,1.06,1.009,0.037,-4.913063217025,0.0968959980050004,,1.438,,,,,,,N,
HD220456,HD 220456  ,G2V,-0.02,0.05,2.22,0.12,5900,81,,2.318,2.165,1.01,0.045,,,,1.073,,,,,,,N,
HD22049,* eps Eri  ,K2V,-0.05,0.02,0.47,0.12,4975,405,2.45,4.053,3.875,0.795,0.021,-4.74205189,0.30082823002,10.3,0.702,1,0.77,2502,3.39,0.702,11.8457899,Y,1
HD220507,HD 220507  ,G5V,0.01,0.01,0.56,,5679,63,1.32,9.666,1.336,0.972,0.022,-4.80497120678,-0.154948209770001,27.1518,1.298,,,,,,,N,
HD220689,HD 220689  ,G3V,-0.07,0.1,1.93,0.02,5944,49,2.7,4.822,1.617,1.024,0.03,-4.803277978365,-0.0921352075349997,20,1.158,1,1.06,2209,3.36,0.16,11.2823426,Y,1
HD220773,HD 220773  ,G0,0.08,0.1,2.44,,5932,46,2.7,5.134,1.073,1.179,0.059,,,,1.704,1,1.45,3724.7,4.94,0.51,11.4539265,Y,1
HD220894,HD 220894  ,F7V,0,0.04,2.3,0.1,6205,74,4.5,1.975,1.489,1.147,0.048,,,,1.276,,,,,,,N,
HD22104,HD 22104  ,G3V,0.32,0.02,1.21,0.51,5799,70,2.8,3.991,1.6,1.127,0.029,,,,1.295,,,,,,,N,
HD221146,* 12 Psc  ,G2/3V,0.09,0.02,0.98,0.03,5887,40,2.9,6.132,0.855,1.078,0.023,-4.502931176575,-0.476162026795,,1.383,,,,,,,N,
HD221287,HD 221287  ,F7V,0.03,0.02,2.97,0.07,6191,117,4.77,1.827,1.537,1.154,0.038,-4.5185,0.0052,32.372898,1.193,1,3.09,456.1,1.25,0.08,7.9225251,Y,1
HD221343,HD 221343  ,G2/3V,0.11,0.04,1.91,0.12,5851,78,2.2,1.551,1.489,1.02,0.035,-4.710966415285,0.078650030955,5.86579,1.002,,,,,,,N,
HD221356,HD 221356  ,G2/3V,-0.22,0.02,2.59,0.02,6069,67,3.69,3.679,2.153,1.003,0.036,-4.621826260835,-0.165901356105,13,1.084,,,,,,,N,
HD221420,HD 221420  ,G2/3V,0.33,0.02,2.68,0.03,5774,96,0.75,4.01,0.6,1.316,0.043,-5.375380328445,0.342139208015,,1.973,,,,,,,N,
HD221638,HD 221638  ,F6V,-0.25,0.05,2.54,0.1,6072,,7.2,,,,,,,,1.245,,,,,,,N,
HD22177,HD 22177  ,G2/3V,0.19,0.04,0.34,,5656,38,1.9,8.216,1.583,1.032,0.038,-4.93786684076,-0.10762652093,14.8104,1.366,,,,,,,N,
HD221830,HD 221830  ,G2/3V,-0.4,0.03,0.7,0.05,5808,52,1.6,11.224,0.398,0.886,0.012,-4.98405723827,0,,1.347,,,,,,,N,
HD221974,HD 221974  ,G2/3V,0.38,0.06,0.26,,5175,38,1.9,3.646,3.158,0.901,0.028,-5.141508230875,0.0560453421650005,,0.922,,,,,,,N,
HD222033,HD 222033  ,G0V,0.19,0.03,2.66,0.04,5950,62,2.7,4.77,0.929,1.179,0.041,-4.79240920948,-0.12933383521,29.5334,1.582,,,,,,,N,
HD222143,HD 222143  ,G2/3V,0.13,0.02,2.08,0.1,5818,42,3,0.873,0.739,1.06,0.018,-4.49614416659,0,1.02216,1.016,,,,,,,N,
HD222155,HD 222155  ,G0,-0.22,0.1,1.05,0.1,5720,44,3.8,8.334,0.159,1.022,0.011,,,10.0806,1.872,1,1.9,3999,5.1,0.16,11.1005856,Y,1
HD222335,HD 222335  ,G9.5 V,-0.19,0.02,0.16,,5290,27,1.3,2.22,2.247,0.811,0.023,-4.7494231917,0.0119824631799998,33,0.797,,,,,,,N,
HD222368,* iot Psc  ,F7V,-0.11,0.02,2.26,0.02,6186,120,6.8,0.133,0.013,4.466,0.188,-5.06896282352,0.245682428469999,9,1.503,,,,,,,N,
HD222422,HD 222422  ,G5V,-0.12,0.01,0.87,,5486,96,2.099,3.682,3.486,0.861,0.031,-4.81251675894,0.10137398811,23,0.849,,,,,,,N,
HD222480,HD 222480  ,G1V,0.19,0.03,2.24,0.02,5761,57,2.7,6.501,1.175,1.12,0.036,-4.93774498311,0,,1.568,,,,,,,N,
HD22249,HD 22249  ,G2/3V,-0.09,0.04,2.44,0.12,5770,63,3,1.742,1.744,0.934,0.034,,,7.94092,0.936,,,,,,,N,
HD222582,HD 222582  ,G5V,-0.01,0.01,0.69,0.12,5793,39,1.74,6.449,1.524,0.991,0.026,-4.88018867715,,18,1.134,1,7.75,572.38,1.35,0.725,7.8843387,Y,1
HD222595,HD 222595  ,G5 V,0.01,0.01,0.54,,5662,64,2.271,2.112,2.02,0.963,0.029,-4.800462401155,0.0108459549150002,14.1864,0.977,,,,,,,N,
HD222669,HD 222669  ,G1 V,0.05,0.01,1.96,0.12,5890,26,2.636,0.893,0.717,1.064,0.019,-4.75929754941,0,20,1.027,,,,,,,N,
HD222721,HD 222721  ,G6V,-0.31,0.05,0.12,,5416,124,,4.591,3.991,0.807,0.031,,,,0.859,,,,,,,N,
HD22282,HD 22282  ,G8/K0V,0.16,0.02,0.55,,5456,29,1.3,5.026,3.38,0.934,0.04,-4.913090761515,-0.0819397137650002,39,0.982,,,,,,,N,
HD223121,HD 223121  ,K1V,0.05,0.04,0.45,,5071,40,2.307,4.194,3.664,0.825,0.028,-4.94961849635,-0.21217776783,,0.855,,,,,,,N,
HD223171,HD 223171  ,G2V,0.12,0.01,2.04,0.02,5806,46,3,7.078,0.762,1.097,0.025,-4.98006532159,0.0547071263900003,27.1518,1.624,,,,,,,N,
HD223238,HD 223238  ,G2/3V,0.02,0.03,1.28,0.08,5834,54,1.17,6.558,1.682,1.012,0.031,-4.824792344675,-0.137866291625,,1.175,,,,,,,N,
HD223282,HD 223282  ,G8.5 V,-0.41,0.01,0.44,,5554,142,4.5,3.552,3.531,0.773,0.025,,,,0.757,,,,,,,N,
HD223315,HD 223315  ,G2/3V,0.3,0.02,0.99,,5604,64,2.5,3.051,2.564,1.027,0.036,-4.770035062025,0.00288179403499988,27,1.043,,,,,,,N,
HD223854,HD 223854  ,F5V,-0.53,0.02,2.48,0.02,6093,137,1.8,6.324,0.43,1.025,0.018,,,,1.941,,,,,,,N,
HD224063,HD 224063  ,G8IV(+G),0.15,0.04,0.15,,5581,60,0.9,8.656,2.084,0.978,0.033,,,,1.222,,,,,,,N,
HD224347,HD 224347  ,F7V,-0.42,0.02,2.39,0.1,6185,210,4.5,5.676,3.102,0.99,0.061,,,,1.421,,,,,,,N,
HD224383,HD 224383  ,G2/3V,-0.04,0.03,1.11,,5795,61,0.89,7.924,1.55,1.001,0.028,-4.945394746,0,,1.291,,,,,,,N,
HD224393,HD 224393  ,G5 V Fe-0.9,-0.38,0.01,2.19,0.02,5787,44,1.569,4.128,2.927,0.862,0.031,-4.751330759415,-0.00400979768500065,,0.887,,,,,,,N,
HD224433,HD 224433  ,G2/3V,0.1,0.04,0.15,,5547,114,2.1,3.692,3.445,0.938,0.039,-5.07143085242,0.0903654117600006,38,0.944,,,,,,,N,
HD224448,HD 224448  ,G5V,-0.01,0.02,2.71,0.04,5859,93,,1.731,1.69,0.997,0.029,,,,0.96,,,,,,,N,
HD224578,HD 224578  ,G1V,-0.03,0.04,2.79,0.1,6081,91,2.7,1.734,1.604,1.059,0.043,,,,1.065,,,,,,,N,
HD224619,HD 224619  ,G8V,-0.2,0.01,0.15,,5483,46,1.6,6.488,3.752,0.843,0.031,-5.160463706595,0.165984075955,,0.913,,,,,,,N,
HD224685,HD 224685  ,G5V,-0.4,0.05,0.46,,5531,125,,4.272,3.82,0.796,0.03,,,,0.812,,,,,,,N,
HD224693,HD 224693  ,G2V,0.39,0.1,2.09,0.02,5971,72,4.2,2.935,0.312,1.348,0.009,-4.95610596886,-0.03903065084,,1.841,1,0.71,26.73,0.233,0.05,2.4601845,Y,1
HD224817,HD 224817  ,G2V,-0.53,0.02,1.76,0.12,5846,70,1.8,10.876,0.734,0.878,0.019,,,,1.371,,,,,,,N,
HD22484,* 10 Tau  ,F9V,-0.07,0.01,2.41,0.06,6082,167,4.2,0.362,0.51,3.098,1.675,-4.85816882886,0,,,,,,,,,N,
HD225194,HD 225194  ,G5,-0.13,0.02,0.85,0.07,5762,62,,6.014,3.056,0.939,0.035,,,,1.016,,,,,,,N,
HD225297,HD 225297  ,G0V,-0.1,0.04,2.61,0.1,6128,64,4.5,2.932,1.951,1.071,0.052,-4.82289147571,0.05055720933,,1.215,,,,,,,N,
HD22879,HD 22879  ,G2/3V,-0.85,0.02,1.58,0.03,5912,41,3,11.482,0,0.794,0,-4.934317009235,0.0783464493550001,,1.109,,,,,,,N,
HD22897,HD 22897  ,K2V,-0.25,0.06,0.15,,4791,65,,3.781,3.788,0.679,0.02,,,,0.736,,,,,,,N,
HD23030,HD 23030  ,G3V,0.2,0.04,2.54,0.1,5899,56,3.6,5.052,1.18,1.158,0.049,,,,1.585,,,,,,,N,
